new_doc,old_doc
Permen_ESDM_2010_09,Permen_ESDM_2006_030
Permen_ESDM_2010_15,Permen_ESDM_2010_02
Permen_ESDM_2010_18,Permen_ESDM_2005_0030
Permen_Hut_2010_23,Permen_Hut_2008_14
Permen_Hut_2010_11,Permen_Hut_2007_49
Permen_Hut_2010_13,Permen_Hut_2007_37
Permen_Hut_2010_49,Permen_Hut_2008_49
Permen_Hut_2010_15,Permen_Hut_2009_13
Permen_Hut_2010_20,Permen_Hut_2008_58
Permen_Hut_2010_36,
Permen_Hut_2010_46,Permen_Hut_2010_24
Permen_Dag_2010_02,Permen_Dag_2009_23
Permen_Dag_2010_04,Permen_Dag_2009_22
Permen_Dag_2010_07,Permen_Dag_2008_279
Permen_Dag_2010_13,Permen_Dag_2010_10
Permen_Dag_2010_17,Permen_Dag_2009_45
Permen_Dag_2010_23,Permen_Dag_2008_56
Permen_Dag_2010_28,Permen_Dag_2006_10
Permen_Dag_2010_31,Permen_Dag_2005_01
Permen_Dag_2010_38,Permen_Dag_2006_24
Permen_Dag_2010_43,
Permen_Dag_2010_43,Permen_Dag_2005_29
Permen_Dag_2010_44,
Permen_Dag_2010_44,Permen_Dag_2006_42
Permen_Dag_2010_45,
Permen_Dag_2010_45,Permen_Dag_2005_34
Permen_Dag_2010_48,Permen_Dag_2008_278
Permen_Dag_2010_49,Permen_Dag_2010_04
Permen_Humham_2010_01,Permen_Humham_2009_06
Permen_Humham_2010_02,Permen_Humham_2007_01
Permen_Humham_2010_03,Permen_Humham_2010_01
Permen_Humham_2010_04,Permen_Humham_2010_01
Permen_PPPA_2010_06,Permen_PPPA_2009_07
Perkab_Hulu_Sungai_Utara_2010_1,Perkab_Hulu_Sungai_Utara_2005_8
Perkab_Cianjur_2010_02,Perkab_Cianjur_2008_07
Perprov_Kep_Babel_2010_2,
Perprov_Jambi_2010_2,Perprov_Jambi_2009_11
Perkab_Hulu_Sungai_Utara_2010_3,Perkab_Hulu_Sungai_Utara_2000_14
Perkab_Hulu_Sungai_Utara_2010_5,Perkab_Hulu_Sungai_Utara_2005_16
Perkab_Purworejo_2010_5,Perkab_Purworejo_2000_8
Perkot_Bandung_2010_05,
Perprov_Jambi_2010_5,Perprov_Jambi_2008_13
Perprov_Jabar_2010_5,Perprov_Jabar_2005_3
Perkab_Kebumen_2010_6,Perkab_Kebumen_2008_14
Perkab_Lingga_2010_06,Perkab_Lingga_2006_05
Perkab_Ngawi_2010_6,Perkab_Ngawi_2002_11
Perkab_Pinrang_2010_6,Perkab_Pinrang_2005_1
Perkot_Tasikmalaya_2010_6,Perkot_Tasikmalaya_2008_8
Perprov_Jambi_2010_6,Perprov_Jambi_2008_15
Perprov_Sumsel_2010_6,Perprov_Sumsel_2008_7
Perkab_Bandung_2010_7,Perkab_Bandung_2005_2
Perkab_Bengkulu_Selatan_2010_07,Perkab_Bengkulu_Selatan_2007_24
Perkab_Bima_2010_7,Perkab_Bima_2008_3
Perkab_Bojonegoro_2010_7,Perkab_Bojonegoro_2008_8
Perkab_Cianjur_2010_07,Perkab_Cianjur_1999_22
Perkab_Donggala_2010_7,Perkab_Donggala_2008_11
Perkab_Jepara_2010_7,Perkab_Jepara_1999_12
Perkab_Jepara_2010_7,Perkab_Jepara_2006_7
Perkab_Kayong_Utara_2010_7,
Perkab_Kudus_2010_7,
Perkab_Lamongan_2010_07,Perkab_Lamongan_2000_49
Perkab_Lingga_2010_07,Perkab_Lingga_2006_06
Perkab_Madiun_2010_7,Perkab_Madiun_2008_10
Perkab_Pontianak_2010_7,Perkab_Pontianak_1998_04
Perkab_Tullungagung_2010_7,Perkab_Tullungagung_2009_7
Perprov_Kalteng_2010_7,
Perkot_Bogor_2010_7,Perkot_Bogor_2004_3
Perprov_Jambi_2010_7,Perprov_Jambi_2009_9
Perprov_Jabar_2010_7,
Perprov_Sumsel_2010_7,Perprov_Sumsel_2008_8
Perkab_Bandung_2010_8,Perkab_Bandung_2000_20
Perkab_Bengkulu_Selatan_2010_08,Perkab_Bengkulu_Selatan_2007_24
Perkab_Donggala_2010_8,Perkab_Donggala_2008_12
Perkab_Ogan_Komering_Ulu_2010_8,Perkab_Ogan_Komering_Ulu_2007_28
Perkab_Pontianak_2010_8,Perkab_Pontianak_1998_05
Perkab_Purworejo_2010_8,Perkab_Purworejo_2003_4
Perkab_Sukamara_2010_08,
Perkab_Tapin_2010_08,Perkab_Tapin_2008_05
Perprov_Jabar_2010_8,Perprov_Jabar_2008_6
Perkab_Bandung_2010_9,Perkab_Bandung_2004_3
Perkab_Bengkulu_Selatan_2010_09,Perkab_Bengkulu_Selatan_2007_24
Perkab_Jepara_2010_9,Perkab_Jepara_1998_14
Perkab_Ogan_Komering_Ulu_2010_9,
Perkab_Pontianak_2010_9,Perkab_Pontianak_2002_10
Perkab_Purworejo_2010_9,
Perkab_Sinjai_2010_9,Perkab_Sinjai_1998_12
Perkot_Cimahi_2010_9,Perkot_Cimahi_2008_9
Perprov_Jatim_2010_9,
Perprov_NTT_2010_9,Perprov_NTT_2009_9
Perkab_Purworejo_2010_11,Perkab_Purworejo_2002_14
Perprov_Sumsel_2010_11,Perprov_Sumsel_1999_7
Perkab_Purworejo_2010_12,Perkab_Purworejo_2002_6
Perprov_Sumsel_2010_13,Perprov_Sumsel_1998_3
Perkab_Purworejo_2010_14,
Perkab_Indragiri_Hilir_2010_15,Perkab_Indragiri_Hilir_2008_06
Perkab_Magelang_2010_15,Perkab_Magelang_2005_17
Perkab_Purworejo_2010_15,Perkab_Purworejo_2002_4
Perkab_Indragiri_Hilir_2010_16,Perkab_Indragiri_Hilir_1998_03
Perkab_Purworejo_2010_16,Perkab_Purworejo_2000_22
Perkab_Indragiri_Hilir_2010_17,Perkab_Indragiri_Hilir_2008_07
Perkab_Purworejo_2010_17,
Perprov_Sumsel_2010_17,
Perkab_Purworejo_2010_18,
Perkab_Indragiri_Hilir_2010_19,Perkab_Indragiri_Hilir_1998_05
Perprov_Sumsel_2010_19,Perprov_Sumsel_2007_3
Perkab_Purworejo_2010_20,Perkab_Purworejo_2008_15
Perkab_Purworejo_2010_21,
Perkab_Purworejo_2010_21,Perkab_Purworejo_2009_11
Perkab_Indragiri_Hilir_2010_22,Perkab_Indragiri_Hilir_2008_09
Perda_2010_22,Perda_2003_2
Perkab_Indragiri_Hilir_2010_24,Perkab_Indragiri_Hilir_2008_08
Perprov_Jabar_2010_24,Perprov_Jabar_2008_9
Perprov_Jabar_2010_25,Perprov_Jabar_2009_2
Perprov_Jabar_2010_29,Perprov_Jabar_2001_21
Perkab_Indragiri_Hilir_2010_50,Perda_2000_67
Perkot_Surabaya_2010_1,Perkot_Surabaya_2002_3
Perkot_Surabaya_2010_5,Perkot_Surabaya_2003_11
Perkot_Surabaya_2010_7,Perkot_Surabaya_2007_3
Perkot_Surabaya_2010_12,Perkot_Surabaya_2001_7
Perkot_Padang_2010_03,Perkot_Padang_1995_5
Perkot_Mataram_2010_3,Perkot_Mataram_2003_12
Perkab_Malang_2010_6,Perkab_Malang_2006_23
Perkab_Malang_2010_11,
Perkab_Malang_2010_11,Perkab_Malang_2009_1
Perkab_Malang_2010_11,Perkab_Malang_2006_3
Perkab_Malang_2010_11,Perkab_Malang_2003_21
Perkab_Malang_2010_11,Perkab_Malang_2008_8
Perkab_Malang_2010_11,Perkab_Malang_2005_6
Perkab_Malang_2010_11,Perkab_Malang_2006_5
Perkot_Malang_2010_2,Perkot_Malang_2008_19
Perkab_Pontianak_2010_5,Perkab_Pontianak_2002_08
Perkab_Pontianak_2010_6,Perkab_Pontianak_2002_09
Perkab_Pontianak_2010_10,Perkab_Pontianak_1998_01
Perkab_Pontianak_2010_12,Perda_2000_08
Perkab_Pontianak_2010_13,Perda_2000_02
Perkab_Pontianak_2010_14,Perkab_Pontianak_1992_03
Perkab_Pontianak_2010_15,Perkab_Pontianak_2000_03
Perkab_Pontianak_2010_16,Perda_1995_15
Perkot_Pasuruan_2010_04,Perkot_Pasuruan_2005_04
PP_2009_1,PP_1993_14
Perppu_2009_2,UU_2008_13
UU_2009_3,UU_1985_14
PP_2009_8,PP_1977_7
PP_2009_9,PP_2008_14
PP_2009_10,PP_1980_10
PP_2009_11,PP_1985_14
PP_2009_12,PP_1985_34
PP_2009_13,
PP_2009_13,PP_2001_17
PP_2009_14,PP_2004_9
PP_2009_16,PP_2002_6
PP_2009_20,PP_2001_28
UU_2009_20,
UU_2009_20,Perppu_1971_2
PP_2009_21,PP_2001_29
PP_2009_22,PP_2008_16
PP_20092008_26,PP_1996_24
UU_2009_26,UU_2008_41
UU_2009_29,UU_1997_15
PP_2009_32,
PP_2009_32,PP_1997_43
PP_2009_32,PP_1996_33
PP_2009_33,PP_2008_50
PP_2009_36,PP_2006_29
PP_2009_38,PP_2005_75
PP_2009_38,PP_2007_82
PP_2009_40,PP_2008_51
UU_2009_42,UU_1983_8
UU_2009_45,UU_2004_31
PP_2009_47,PP_2007_75
PP_2009009_54,PP_2005_62
PP_2009_55,PP_2004_35
PP_2009_57,PP_1994_27
PP_2009_63,PP_2003_9
PP_2009_68,PP_2000_149
PP_20092009_71,PP_2001_68
PP_2009_73,PP_2005_78
Peraturan_BKPM_2009_12,
Peraturan_BKPM_2009_12,Peraturan_BKPM_2007_1
Peraturan_BKPM_2009_4,Peraturan_BKPM_2007_90
Permen_Keu_2009_103,Permen_Keu_2004_620
Permen_Keu_2009_112,Permen_Keu_2006_116
Permen_Keu_2009_122,Permen_Keu_2009_67
Permen_Keu_2009_128,Permen_Keu_2008_154
Permen_Keu_2009_129,Permen_Keu_2008_152
Permen_Keu_2009_132,Permen_Keu_2009_108
Permen_Keu_2009_143,Permen_Keu_2008_100
Permen_Keu_2009_147,Permen_Keu_2008_51
Permen_Keu_2009_148,Permen_Keu_2007_125
Permen_Keu_2009_153,Permen_Keu_2008_187
Permen_Keu_2009_154,Permen_Keu_2008_246
Permen_Keu_2009_155,Permen_Keu_2007_122
Permen_Keu_2009_159,Permen_Keu_2008_108
Permen_Keu_2009_165,Permen_Keu_2009_15
Permen_Keu_2009_166,Permen_Keu_2009_16
Permen_Keu_2009_167,Permen_Keu_2009_17
Permen_Keu_2009_170,Permen_Keu_2008_217
Permen_Keu_2009_178,Permen_Keu_2009_92
Permen_Keu_2009_190,Permen_Keu_2009_93
Permen_Keu_2009_195,Permen_Keu_2009_03
Permen_Keu_2009_199,Permen_Keu_2008_223
Permen_Keu_2009_200,Permen_Keu_2008_236
Permen_Keu_2008_208,Permen_Keu_2008_255
Permen_Keu_2009_215,Permen_Keu_2009_85
Permen_Keu_2009_216,Permen_Keu_2008_207
Permen_Keu_2009_218,Permen_Keu_2008_99
Permen_Keu_2009_222,Permen_Keu_2009_139
Permen_Keu_2009_239,Permen_Keu_2009_150
Permen_Keu_2009_240,Permen_Keu_2009_45
Permen_Keu_2009_241,Permen_Keu_2009_46
Permen_Keu_2009_242,Permen_Keu_2009_47
Permen_Keu_2009_88,Permen_Keu_2007_128
Permen_Han_2009_10,Permen_Han_2006_09
Permen_Perin_2009_05,Permen_Perin_2008_66
Permen_Perin_2009_102,Permen_Perin_2009_49
Permen_Perin_2009_13,Permen_Perin_2008_15
Permen_Perin_2009_147,
Permen_Perin_2009_157,Permen_Perin_2009_45
Permen_Perin_2009_164,Permen_Perin_2009_37
Permen_Perin_2009_30,Permen_Perin_2008_90
Permen_Perin_2009_31,Permen_Perin_2008_91
Permen_Perin_2009_38,Permen_Perin_2009_01
Permen_Perin_2009_39,Permen_Perin_2009_02
Permen_Perin_2009_40,Permen_Perin_2008_40
Permen_Perin_2009_101,Permen_Perin_2009_36
Permen_Nakertrans_2009_09,
Permen_Hut_2009_37,Permen_Hut_2005_20
Permen_Hut_2009_41,Permen_Hut_2007_49
Permen_Hut_2009_72,Permen_Hut_2009_01
Permen_Hut_2009_9,Permen_Hut_2008_35
Permen_Dag_2009_07,Permen_Dag_2008_21
Permen_Dag_2009_10,Permen_Dag_2009_01
Permen_Dag_2009_13,Permen_Dag_2008_12
Permen_Dag_2009_17,Permen_Dag_2005_25
Permen_Dag_2009_21,Permen_Dag_2009_08
Permen_Dag_2009_23,Permen_Dag_2008_15
Permen_Dag_2009_26,Permen_Dag_2008_58
Permen_Dag_2009_29,Permen_Dag_2005_05
Permen_Dag_2009_33,Permen_Dag_2005_12
Permen_Dag_2009_35,Permen_Dag_2008_12
Permen_Dag_2009_38,Permen_Dag_2009_10
Permen_Dag_2009_41,Permen_Dag_2008_27
Permen_Dag_2009_42,
Permen_Dag_2009_42,Permen_Dag_2008_01
Permen_Dag_2009_43,
Permen_Dag_2009_45,
Permen_Dag_2009_45,Permen_Dag_2007_31
Permen_Dag_2009_46,Permen_Dag_2007_36
Permen_Dag_2009_47,Permen_Dag_2008_32
Permen_Dag_2009_55,Permen_Dag_2008_32
Permen_Dag_2009_57,Permen_Dag_2009_10
Permen_Dag_2009_59,
Permen_Humham_2009_01,Permen_Humham_2007_02
Permen_Humham_2009_10,Permen_Humham_2007_09
Perprov_Jambi_2009_1,
Perprov_Kaltim_2009_01,Perprov_Kaltim_2005_03
Perkab_Bantul_2009_02,
Perkab_Bantul_2009_02,Perkab_Bantul_2001_26
Perkab_Garut_2009_2,
Perkab_Purworejo_2009_2,Perkab_Purworejo_2002_7
Perkot_Depok_2009_2,Perkot_Depok_2001_12
Perkot_Tasikmalaya_2009_2,Perkot_Tasikmalaya_2003_28
Perprov_Jabar_2009_2,
Perprov_Kaltim_2009_02,Perprov_Kaltim_2004_11
Perkab_Bantul_2009_03,Perkab_Bantul_2000_17
Perkab_Bantul_2009_03,Perkab_Bantul_2001_24
Perkot_Tasikmalaya_2009_3,Perkot_Tasikmalaya_2006_3
Perprov_Banten_2009_3,Perprov_Banten_2002_54
Perprov_Jabar_2009_3,
Perkab_Gunungkidul_2009_4,
Perkab_Bantul_2009_05,Perkab_Bantul_2000_02
Perkab_Purworejo_2009_5,Perkab_Purworejo_2006_9
Perkot_Bandung_2009_05,Perkot_Bandung_2008_07
Perkot_Tasikmalaya_2009_5,Perkot_Tasikmalaya_2003_18
Perprov_Kep_Babel_2009_5,Perprov_Kep_Babel_2008_10
Perprov_Jabar_2009_5,Perprov_Jabar_2004_5
Perprov_Sumsel_2009_5,Perprov_Sumsel_2004_7
Perkab_Bantul_2009_06,Perkab_Bantul_2000_03
Perkab_Garut_2009_6,Perkab_Garut_2008_23
Perkot_Tasikmalaya_2009_6,Perkot_Tasikmalaya_2004_6
Perprov_Jabar_2009_6,
Perkab_Garut_2009_7,Perkab_Garut_2006_3
Perkab_Garut_2009_7,
Perkab_Purworejo_2009_7,
Perprov_Banten_2009_7,
Perkab_Bantul_2009_08,Perkab_Bantul_2007_20
Perkab_Bandung_2009_9,Perkab_Bandung_2003_10
Perkab_Banggai_2009_9,Perkab_Banggai_2001_29
Perprov_Jabar_2009_9,
Perprov_Sulsel_2009_9,Perprov_Sulsel_2001_44
Perkab_Garut_2009_10,Perkab_Garut_2005_14
Perprov_Jabar_2009_10,
Perprov_Sumsel_2009_10,
Perkab_Garut_2009_11,Perkab_Garut_2002_13
Perkot_Bandung_2009_11,Perkot_Bandung_2007_10
Perkot_Tasikmalaya_2009_11,Perkot_Tasikmalaya_2005_7
Perkab_Garut_2009_12,Perkab_Garut_2006_5
Perkab_Purworejo_2009_12,
Perkot_Bandung_2009_12,Perkot_Bandung_2007_12
Perkab_Garut_2009_13,Perkab_Garut_2005_17
Perkab_Purworejo_2009_13,Perkab_Purworejo_2000_14
Perkot_Bandung_2009_13,Perkot_Bandung_2007_13
Perkab_Bantul_2009_16,Perkab_Bantul_2007_17
Perkot_Tasikmalaya_2009_14,Perkot_Tasikmalaya_2003_25
Perkot_Tasikmalaya_2009_14,Perkot_Tasikmalaya_2008_7
Perkot_Bandung_2009_15,
Perkot_Tasikmalaya_2009_15,Perkot_Tasikmalaya_2003_25
Perkot_Tasikmalaya_2009_15,Perkot_Tasikmalaya_2008_7
Perkab_Purworejo_2009_16,
Perkab_Purworejo_2009_17,
Perkot_Bandung_2009_17,Perkot_Bandung_2009_04
Perkot_Bandung_2009_20,Perkot_Bandung_2001_17
Perkot_Blitar_2009_1,Perkot_Blitar_2008_13
Perkot_Tangerang_2_11,Perkot_Tangerang_2003_4
Perkot_Kediri_2009_2,Perkot_Kediri_2006_10
Perkot_Kediri_2009_5,Perkot_Kediri_2007_19
Peraturan_BI_2009_11,
Peraturan_BI_2009_11,Peraturan_BI_2000_2
Peraturan_BI_2009_11,Peraturan_BI_2005_7
Peraturan_BI_2009_11,Peraturan_BI_2004_6
Perppu_2008_1,UU_2001_21
Perppu_2008_2,UU_1999_23
Perppu_2008_3,UU_2004_24
PP_2008_3,PP_2007_6
Perppu_2008_5,UU_1983_6
PP_2008_7,PP_2000_106
PP_2008_7,PP_2001_39
PP_2008_7,PP_2001_52
PP_2008_10,PP_1977_7
UU_2008_10,Perppu_2006_1
PP_2008_11,PP_2000_8
PP_2008_12,PP_2001_28
UU_2008_12,UU_2004_32
PP_2008_13,PP_2001_29
PP_2008_14,PP_2007_13
PP_2008_15,PP_2007_14
PP_2008_16,PP_2007_26
UU_2008_16,UU_2007_45
PP_2008_17,PP_2007_27
PP_2008_27,PP_2006_11
PP_2008_28,PP_1996_22
PP_2008_32,PP_1980_10
PP_2008_33,PP_1985_14
PP_2008_34,PP_1985_34
UU_2008_34,UU_1999_53
UU_2008_36,UU_1983_7
PP_2008_37,PP_2002_38
PP_2008_38,PP_2006_6
PP_2008_39,PP_1992_73
PP_2008_42,
PP_2008_42,PP_1981_6
PP_2008_46,PP_2005_8
PP_2008_49,PP_2005_6
PP_2008_55,
PP_2008_55,PP_2005_35
PP_2008_61,PP_2004_10
PP_2008_62,PP_2007_1
PP_2008_64,PP_2004_54
PP_2008_65,PP_1979_32
PP_2008_69,PP_2000_2
PP_2008_71,PP_1994_48
PP_2008_72,PP_1997_5
PP_2008_73,PP_2003_39
PP_2008_75,PP_2007_66
PP_2008_80,PP_2000_42
PP_2008_81,PP_1992_73
Permen_PR_2008_13,Permen_PR_2007_07
Permen_PR_2008_14,Permen_PR_2006_13
Permen_PR_2008_15,Permen_PR_2007_07
Permen_Han_2008_19,Permen_Han_2007_03
Permen_Perin_2008_36,Permen_Perin_2007_28
Permen_Perin_2008_102,
Permen_Perin_2008_102,Permen_Perin_2008_36
Permen_Perin_2008_45,
Permen_Perin_2008_45,Permen_Perin_2008_21
Permen_Perin_2008_62,Permen_Perin_2008_43
Permen_Perin_2008_69,
Permen_Perin_2008_85,
Permen_Hut_2008_50,Permen_Hut_2005_45
Permen_Humham_2008_01,Permen_Humham_2007_01
Perkab_Musi_Rawas_2008_1,
Perkab_Musi_Rawas_2008_1,Perkab_Musi_Rawas_2006_14
Perkab_Bantul_2008_02,Perkab_Bantul_2000_5
Perkab_Garut_2008_2,Perkab_Garut_2000_6
Perkot_Cirebon_2008_2,Perkot_Cirebon_2001_8
Perprov_Kep_Riau_2008_2,Perprov_Kep_Riau_2007_14
Perkab_Bantul_2008_03,Perkab_Bantul_2000_23
Perkot_Cirebon_2008_3,Perkot_Cirebon_2001_12
Perprov_Jabar_2008_4,Perprov_Jabar_2004_2
Perprov_Kalbar_2008_4,Perda_2003_6
Perkab_Bantul_2008_05,Perkab_Bantul_2002_7
Perkab_Garut_2008_5,Perkab_Garut_2003_6
Perkab_Purworejo_2008_5,Perkab_Purworejo_2000_17
Perprov_Jabar_2008_5,Perprov_Jabar_2001_16
Perkab_Garut_2008_6,Perkab_Garut_2000_18
Perkab_Purworejo_2008_6,Perkab_Purworejo_2006_5
Perkot_Bandung_2008_06,Perkot_Bandung_2006_06
Perkot_Cirebon_2008_6,Perkot_Cirebon_2001_4
Perprov_Jabar_2008_6,Perprov_Jabar_2001_4
Perkab_Bantul_2008_07,Perkab_Bantul_2002_12
Perkab_Garut_2008_7,Perkab_Garut_2003_13
Perkab_Purworejo_2008_7,
Perkot_Cirebon_2008_7,Perkot_Cirebon_2002_17
Perkot_Depok_2008_07,Perda_2003_15
Perkot_Tasikmalaya_2008_7,Perkot_Tasikmalaya_2003_25
Perkab_Bantul_2008_08,Perkab_Bantul_2002_15
Perkab_Garut_2008_8,
Perkab_Gunungkidul_2008_8,Perkab_Gunungkidul_2000_20
Perkab_Gunungkidul_2008_8,Perkab_Gunungkidul_2004_3
Perkab_Purworejo_2008_8,
Perprov_Banten_2008_8,Perda_2002_9
Perprov_Jabar_2008_8,
Perkab_Bantul_2008_13,Perkab_Bantul_2003_15
Perkab_Garut_2008_9,Perkab_Garut_2000_2
Perkab_Purworejo_2008_9,Perkab_Purworejo_2000_16
Perkot_Yogyakarta_2008_9,Perkot_Yogyakarta_2000_42
Perkot_Yogyakarta_2008_9,Perkot_Yogyakarta_2005_14
Perkot_Yogyakarta_2008_9,Perkot_Yogyakarta_2005_19
Perkot_Yogyakarta_2008_9,Perkot_Yogyakarta_2005_20
Perkot_Yogyakarta_2008_9,Perkot_Yogyakarta_2005_21
Perkot_Yogyakarta_2008_9,Perkot_Yogyakarta_2005_25
Perkot_Yogyakarta_2008_9,Perkot_Yogyakarta_2005_27
Perprov_Maluku_2008_09,Perprov_Maluku_2004_16
Perkab_Garut_2008_10,
Perkab_Bantul_2008_11,Perkab_Bantul_2003_11
Perkab_Garut_2008_11,Perkab_Garut_2006_4
Perkab_Purworejo_2008_11,Perkab_Purworejo_2002_13
Perprov_Yogya_2008_11,Perprov_Yogya_2007_4
Perkab_Bantul_2008_12,Perkab_Bantul_2003_14
Perprov_Jabar_2008_12,Perprov_Jabar_2000_17
Perkot_Cirebon_2008_13,Perda_2004_11
Perkot_Cirebon_2008_13,Perda_2007_10
Perkab_Bantul_2008_14,Perkab_Bantul_2005_1
Perkab_Purworejo_2008_14,Perkab_Purworejo_2000_28
Perkab_Purworejo_2008_14,Perkab_Purworejo_2002_9
Perkab_Purworejo_2008_14,Perkab_Purworejo_2007_10
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_13
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_14
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_15
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_16
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_17
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_18
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_19
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_20
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_21
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_23
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_24
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_25
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_26
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_27
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_28
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_29
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_30
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_31
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_33
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_34
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_35
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_36
Perkab_Purworejo_2008_14,Perkab_Purworejo_2003_37
Perkab_Purworejo_2008_14,Perkab_Purworejo_2007_9
Perkot_Cirebon_2008_14,Perda_2004_12
Perkab_Bantul_2008_15,Perkab_Bantul_2005_2
Perkab_Purworejo_2008_15,Perkab_Purworejo_2001_9
Perkot_Cirebon_2008_15,Perda_2004_13
Perkot_Tasikmalaya_2008_15,Perkot_Tasikmalaya_2003_2
Perkab_Bantul_2008_16,Perkab_Bantul_2005_3
Perkot_Cirebon_2008_16,Perda_2004_14
Perkab_Bantul_2008_17,Perkab_Bantul_2005_04
Perkot_Bogor_2008_17,Perkot_Bogor_2007_3
Perprov_Banten_2008_17,Perda_2002_53
Perprov_Jabar_2008_17,Perprov_Jabar_2003_16
Perkab_Bantul_2008_18,Perkab_Bantul_2005_10
Perkab_Purworejo_2008_18,Perkab_Purworejo_2004_13
Perkot_Cirebon_2008_18,Perda_2002_4
Perkot_Tasikmalaya_2008_18,Perkot_Tasikmalaya_2006_4
Perprov_Jabar_2008_18,Perda_2001_25
Perkab_Bantul_2008_19,Perkab_Bantul_2005_11
Perkab_Garut_2008_19,Perkab_Garut_2005_3
Perprov_Kep_Riau_2008_19,Perprov_Kep_Riau_2007_14
Perkab_Bantul_2008_20,Perkab_Bantul_2005_12
Perprov_Jabar_2008_20,Perprov_Jabar_2000_13
Perprov_Kep_Riau_2008_20,Perprov_Kep_Riau_2006_5
Perkab_Bantul_2008_22,Perkab_Bantul_2006_4
Perkab_Garut_2008_22,Perkab_Garut_2004_7
Perprov_Jabar_2008_22,Perprov_Jabar_2000_16
Perkab_Bantul_2008_23,Perkab_Bantul_2007_6
Perkab_Garut_2008_23,
Perkab_Garut_2008_23,Perkab_Garut_2006_10
Perkab_Garut_2008_24,
Perkab_Garut_2008_24,Perkab_Garut_2004_9
Perkab_Bantul_2008_25,Perkab_Bantul_2005_15
Perkab_Garut_2008_26,Perkab_Garut_2004_12
Perkab_Garut_2008_27,Perkab_Garut_2004_11
Perkab_Jembrana_2008_3,
Perkab_Jembrana_2008_3,Perkab_Jembrana_2007_3
Perkab_Jembrana_2008_3,Perkab_Jembrana_2001_4
Perkab_Jembrana_2008_3,Perkab_Jembrana_2002_13
Perkot_Semarang_2008_8,Perkot_Semarang_2005_4
Perkab_Sukabumi_2008_32,Perkab_Sukabumi_2007_1
Perkot_Madiun_2008_07,Perkot_Madiun_2004_34
Perkot_Madiun_2008_07,Perkot_Madiun_2004_35
Perkot_Sawahlunto_2008_6,Perkot_Sawahlunto_2008_2
Perkot_Sawahlunto_2008_7,Perkot_Sawahlunto_2008_3
Perkot_Tangerang_2008_3,Perda_2000_24
Perkot_Tangerang_2008_4,Perda_2000_24
Perkot_Tangerang_2008_5,Perda_2000_24
Perkot_Tangerang_2008_6,Perda_2000_24
Perkot_Tangerang_2008_7,Perda_2000_24
Perkot_Pontianak_2008_7,Perkot_Pontianak_2002_16
Perppu_2007_1,UU_2000_36
PP_2007_1,PP_2000_148
PP_2007_2,
PP_2007_6,PP_2002_34
PP_2007_7,PP_2001_12
PP_2007_9,PP_1977_7
PP_2007_10,PP_2000_8
PP_2007_11,PP_2001_28
PP_2007_12,PP_2001_29
PP_2007_13,
PP_2007_19,PP_2005_75
PP_2007_21,PP_2004_24
PP_2007_25,PP_2005_6
PP_2007_26,PP_2006_14
PP_2007_27,PP_2006_13
PP_2007_28,PP_1985_34
UU_2007_28,UU_1983_6
PP_2007_29,PP_1980_10
PP_2007_30,PP_1985_14
PP_2007_31,PP_2001_12
UU_2007_39,UU_1995_11
UU_2007_41,UU_2006_18
PP_2007_43,PP_2005_48
PP_2007_56,PP_1997_31
PP_2007_58,PP_2002_35
PP_2007_61,PP_2002_47
PP_2007_62,PP_2001_54
PP_2007_75,PP_2004_5
PP_2007_76,PP_1993_14
PP_2007_78,PP_2000_129
Permen_Agama_2007_15,Permen_Agama_2002_414
Permen_Agama_2007_27,Permen_Agama_2002_414
Permen_Agama_2007_28,Permen_Agama_2004_389
Permen_Agama_2007_29,Permen_Agama_2004_390
Permen_Agama_2007_30,Permen_Agama_2005_8
Perkab_Garut_2007_1,
Perkot_Cirebon_2007_1,Perkot_Cirebon_2005_8
Perprov_Gorontalo_2007_01,Perprov_Gorontalo_2004_8
Perkab_Indramayu_2007_2,Perkab_Indramayu_2002_19
Perkab_Indramayu_2007_2,
Perkab_Bantul_2007_3,
