new_doc,old_doc
Permen_Agama_2018_3,Permen_Agama_2013_25
Permen_Tan_2018_06,Permen_Tan_2015_39
Peraturan_BSN_2018_1,Peraturan_BSN_2015_9
Peraturan_KPK_2018_02,
Peraturan_Basarnas_2018_1,Peraturan_Basarnas_2015_6
Permen_Agama_2018_1,Permen_Agama_2013_6
Permen_Agama_2018_2,Permen_Agama_2013_8
Permen_Perin_2018_3,
Peraturan_KPU_2018_10,Peraturan_KPU_2013_23
Permen_PANRB_2018_8,Permen_PANRB_2011_01
Permenko_Perekonomian_2018_1,
Permen_Dag_2018_25,Permen_Dag_2015_32
Permen_ESDM_2018_3,Permen_ESDM_2010_01
Permen_ESDM_2018_4,Permen_ESDM_2009_19
Permen_Hub_2018_2,Permen_Hub_2001_14
Permen_Hub_2018_4,
Permen_Hub_2018_4,Permen_Hub_2016_4
Peraturan_Bawaslu_2018_1,
Peraturan_Bawaslu_2018_1,Peraturan_Bawaslu_2016_10
Peraturan_Bawaslu_2018_3,Peraturan_Bawaslu_2012_16
Permen_Keu_2018_9,Permen_Keu_2014_243
Permen_PUPR_2018_02,Permen_PU_2014_05
Permen_Sos_2018_1,Permen_Sos_2017_10
Permen_Sos_2018_2,Permen_Sos_2016_24
Permen_PANRB_2018_10,Permen_PANRB_2011_01
Permen_Dikbud_2018_2,Permen_Dikbud_2017_4
Permen_Dag_2018_31,Permen_Dag_2010_50
Peraturan_ANRI_2018_4,Peraturan_ANRI_2017_6
Permen_Hub_2018_3,Permen_Hub_2016_157
Permen_ESDM_2018_5,Permen_ESDM_2017_33
Permen_PANRB_2018_7,Permen_PANRB_2011_01
Peraturan_LAN_2018_2,Peraturan_LAN_2017_2
Peraturan_BNPB_2018_01,Peraturan_BNPB_2014_7
Permen_Dag_2018_32,Permen_Dag_2012_44
Peraturan_BKPM_2018_1,Peraturan_BKPM_2009_6
Peraturan_BKN_2018_1,Peraturan_BKN_2015_24
Permen_ESDM_2018_6,
Permen_ESDM_2018_6,Permen_ESDM_2017_51
Permen_ESDM_2018_7,
Permen_ESDM_2018_7,Permen_ESDM_2012_04
Permen_ESDM_2018_9,
Permen_ESDM_2018_9,Permen_ESDM_2016_21
Permen_Keu_2018_14,Permen_Keu_2014_248
Permen_Keu_2018_19,Permen_Keu_2017_70
Permen_Keu_2018_16,Permen_Keu_2015_194
Permen_ESDM_2018_10,Permen_ESDM_2017_10
Peraturan_KPU_2018_12,
Permen_Keu_2014_33,Permen_Keu_2014_162
Peraturan_Batan_2018_2,Peraturan_Batan_2011_167
Permen_Agama_2018_10,Permen_Agama_2015_59
Permen_Hub_2018_26,Permen_Hub_2012_51
Peraturan_BPJSTK_2018_1,
Peraturan_OJK_2018_6,Peraturan_OJK_2016_7
Peraturan_Bawaslu_2018_14,
Peraturan_Bawaslu_2018_14,Peraturan_Bawaslu_2016_12
Peraturan_Bawaslu_2018_15,Peraturan_Bawaslu_2013_5
Permen_Ristekdikti_2018_15,Permen_Dikbud_2013_1
Peraturan_BPH_Migas_2018_7,
Peraturan_BPH_Migas_2018_7,Peraturan_BPH_Migas_2014_04
Permen_Pora_2018_4,
Permen_ESDM_2018_21,Permen_ESDM_2014_39
Permen_Dag_2018_48,Permen_Dag_2017_82
Permen_Hub_2018_30,Permen_Hub_2015_182
Peraturan_Bawaslu_2018_13,Peraturan_Bawaslu_2016_11
Peraturan_Batan_2018_3,Peraturan_Batan_2012_171
Permen_Bappenas_2018_6,Permen_Bappenas_2014_7
Permen_ESDM_2018_22,Permen_ESDM_2018_11
Peraturan_KY_2018_2,Peraturan_KY_2005_05
Permen_Agama_2018_13,
Permen_ATRBPN_2017_22,
Perpres_2018_33,Perpres_2015_75
Permen_Dagri_2018_13,Permen_Dagri_2011_32
Peraturan_BPJSTK_2018_2,Peraturan_BPJSTK_2015_5
Permen_Naker_2018_4,Permen_Naker_2016_23
Permen_Dag_2018_46,Permen_Dag_2016_72
Peraturan_Ombudsman_2018_29,Peraturan_Ombudsman_2012_10
Permen_Dag_2018_42,Permen_Dag_2015_87
Permen_Dag_2018_47,Permen_Dag_2014_20
Permen_BUMN_2018_05,Permen_BUMN_2014_17
Permen_Ristekdikti_2018_11,Permen_Ristekdikti_2015_42
Permen_Ristekdikti_2018_9,Permen_Dik_2011_22
Permen_Hub_2018_24,Permen_Hub_2015_188
Permen_Dagri_2018_8,Permen_Dagri_2015_43
Permen_Dagri_2018_33,Permen_Dagri_2018_5
Peraturan_Basarnas_2018_3,Peraturan_Basarnas_2017_4
Permen_PANRB_2018_17,Permen_PANRB_2012_52
Permen_PANRB_2018_18,Permen_PANRB_2012_53
Permen_Perin_2018_10,Permen_Perin_2012_118
Perpres_2018_5,Perpres_2016_123
Peraturan_BNP2TKI_2017_01,Peraturan_BNP2TKI_2017_03
PP_2018_18,PP_2016_19
Permen_Keu_2018_52,Permen_Keu_2016_96
Permen_Keu_2018_53,Permen_Keu_2017_75
Permen_Hub_2018_31,Permen_Hub_2017_113
Permen_ESDM_2018_24,Permen_ESDM_2017_26
Peraturan_BPPT_2018_8,Peraturan_BPPT_2017_13
Peraturan_KPU_2018_15,
Peraturan_KPU_2018_15,Peraturan_KPU_2014_3
Peraturan_KPU_2018_15,Peraturan_KPU_2014_18
Permen_Tan_2018_17,Permen_Tan_2017_15
Permen_Hub_2018_34,Permen_Hub_2017_40
Permen_PUPR_2018_11,Permen_PU_2007_26
Permen_BUMN_2018_04,
Permen_BUMN_2018_04,Permen_BUMN_2013_06
Permen_Dagri_2018_18,Permen_Dagri_2007_5
Peraturan_LIPI_2018_5,
Permen_Perin_2018_11,
Peraturan_LIPI_2018_7,
Peraturan_LIPI_2018_8,Peraturan_LIPI_2016_10
Permen_Dikbud_2018_12,Permen_Dikbud_2015_22
Peraturan_BSN_2018_3,Peraturan_BSN_2015_8
Permen_Keu_2018_42,Permen_Keu_2009_77
Permen_Dikbud_2018_13,Permen_Dikbud_2012_59
Peraturan_LIPI_2018_9,Peraturan_LIPI_2013_03
Permen_ESDM_2018_25,
Permen_ESDM_2018_27,Permen_ESDM_2013_38
Perpres_2018_7,Perpres_2017_54
Permen_Dag_2018_58,Permen_Dag_2017_27
Peraturan_BKN_2018_5,
Peraturan_LAN_2018_6,Peraturan_LAN_2015_17
Permen_Dikbud_2018_14,Permen_Dikbud_2017_17
Permen_Dagri_2018_20,Permen_Dagri_2014_114
Peraturan_Batan_2018_4,Peraturan_Batan_2010_148
Peraturan_Polri_2018_4,
Permen_Hub_2018_39,Permen_Hub_2017_18
Permen_Hub_2018_38,Permen_Hub_2013_71
Permen_Dag_2018_54,Permen_Dag_2017_16
Permen_Keu_2018_37,Permen_Keu_2017_49
Permen_PUPR_2018_8,Permen_PUPR_2015_13
Permen_Pora_2018_5,Permen_Pora_2015_09
Permen_Han_2018_6,Permen_Han_2016_47
Permen_Hub_2018_45,Permen_Hub_2011_11
Peraturan_BNP2TKI_2018_03,Peraturan_BNP2TKI_2014_24
Permen_Dagri_2018_36,Permen_Dagri_2014_77
Permen_Dagri_2018_36,Permen_Dagri_2017_6
Permen_Kominfo_2018_2,Permen_Kominfo_2017_15
UU_2018_5,UU_2003_15
Permen_ATRBPN_2018_6,
Peraturan_BKN_2018_4,
Peraturan_BPOM_2018_3,Peraturan_BPOM_2013_26
Peraturan_BPOM_2018_4,
Permen_Keu_2018_57,Permen_Keu_2017_118
Permen_Perin_2018_14,
Permen_Hub_2018_44,Permen_Hub_2011_10
Permen_Dikbud_2018_16,Permen_Dikbud_2016_47
Permen_Dikbud_2018_17,Permen_Dikbud_2016_6
Peraturan_KPU_2018_20,
Peraturan_KPU_2018_20,Peraturan_KPU_2013_13
Perpres_2018_1,Perpres_2013_35
Permen_Hub_2018_51,Permen_Hub_2014_33
Permen_ESDM_2018_29,Permen_ESDM_2008_17
Permen_PUPR_2018_12,Permen_PUPR_2017_18
Permen_Hub_2018_47,Permen_Hub_2014_87
Permen_Dag_2018_55,Permen_Dag_2018_35
Peraturan_BPOM_2018_5,Peraturan_BPOM_2017_23
Permen_KP_2018_16,Permen_KP_2015_26
Permen_Dag_2018_53,Permen_Dag_2014_44
Peraturan_Bapeten_2018_2,Peraturan_Bapeten_2011_9
Permen_Dag_2018_52,Permen_Dag_2014_39
Permen_Agama_2018_12,Permen_Agama_2014_48
Permen_Dagri_2018_14,Permen_Dagri_2017_133
Permen_Tan_2016_23,Permen_Tan_2016_34
Permen_ATRBPN_2018_11,
Peraturan_KPK_2018_05,Peraturan_KPK_2006_06
Peraturan_BKPM_2018_5,Peraturan_BKPM_2017_13
Permen_Han_2018_10,Permen_Han_2015_27
Permen_Kopukm_2018_6,Permen_Kopukm_2015_07
Permen_Dag_2018_64,Permen_Dag_2017_30
Permen_Han_2018_14,Permen_Han_2013_06
Permen_Dag_2018_65,Permen_Dag_2016_59
Peraturan_Lapan_2018_2,Peraturan_Lapan_2010_13
Perpres_2018_39,Perpres_2012_17
Permen_Hub_2018_48,Permen_Hub_2017_35
Permen_ESDM_2018_30,Permen_ESDM_2014_35
Permen_Perin_2018_12,
Permen_Perin_2018_13,Permen_Perin_2017_27
Perpres_2018_18,Perpres_2014_36
Perpres_2018_4,
Perpres_2018_4,Perpres_2015_145
Perpres_2018_4,Perpres_2013_4
Permen_Dikbud_2018_15,Permen_Dik_2009_39
Permen_ATRBPN_2018_7,Peraturan_BPN_2014_2
Permen_Tan_2018_26,Permen_Tan_2017_15
Permen_ATRBPN_2018_4,Permen_ATRBPN_2016_38
Peraturan_LKPP_2018_11,Peraturan_LKPP_2016_6
Permen_Sos_2018_4,Permen_Sos_2017_11
Permen_Hub_2018_49,Permen_Hub_2014_76
Peraturan_Bawaslu_2018_18,Peraturan_Bawaslu_2017_18
Permen_Hub_2018_50,Permen_Hub_2011_12
Permen_Humham_2018_14,Permen_Humham_2014_17
Peraturan_LAN_2018_7,Peraturan_LAN_2018_2
Permen_ESDM_2018_32,Permen_ESDM_2016_29
Permen_Naker_2018_8,Permen_Naker_2015_13
Peraturan_LKPP_2018_17,
Peraturan_LKPP_2018_14,
Permen_Bappenas_2018_10,Permen_Bappenas_2017_16
Peraturan_LKPP_2018_2,Peraturan_LKPP_2016_6
PP_2018_3,PP_2013_1
Permen_Hub_2018_54,Permen_Hub_2016_15
Permen_Hub_2018_52,
Permen_Agama_2018_14,Permen_Agama_2013_27
Permen_Kes_2018_14,Permen_Kes_2015_44
Permen_Tan_2018_24,Permen_Tan_2017_38
Permen_PUPR_2018_15,
Permen_PUPR_2018_16,
Permen_PUPR_2018_16,Permen_PR_2010_06
Permen_Kominfo_2018_3,
Permen_Keu_2018_61,Permen_Keu_2008_51
Permen_Keu_2018_62,Permen_Keu_2010_160
Permen_Keu_2018_63,Permen_Keu_2008_132
Permen_ATRBPN_2018_3,Peraturan_BPN_2012_4
Permen_Dag_2018_71,
Permen_Dikbud_2018_24,Permen_Dik_2009_37
Permen_Dag_2018_70,Permen_Dag_2018_35
Permen_Kopukm_2018_10,Permen_Kopukm_2018_7
Permen_Sos_2018_9,Permen_Sos_2008_129
Peraturan_Bawaslu_2018_21,
Peraturan_Bawaslu_2018_21,Peraturan_Bawaslu_2015_2
Permen_Naker_2018_10,
Permen_Hub_2018_62,Permen_Hub_2017_89
Permen_Hub_2018_61,Permen_Hub_2014_18
Permen_Hub_2018_55,Permen_Hub_2014_35
Permen_Hub_2018_65,Permen_Hub_2018_4
Permen_Hub_2018_60,Permen_Hub_2014_18
Permen_Kes_2018_20,Permen_Kes_2018_7
Permen_Hub_2018_63,Permen_Hub_2009_84
PP_2018_12,PP_2010_16
PP_2018_31,PP_2014_67
PP_2018_32,PP_2013_18
PP_2018_32,PP_2014_29
Permen_Bappenas_2018_11,Permen_Bappenas_2012_2
Permen_Hub_2018_67,Permen_Hub_2014_34
Peraturan_Bawaslu_2018_23,Peraturan_Bawaslu_2013_6
Permen_Hub_2018_64,Permen_Hub_2014_20
Perpres_2018_35,Perpres_2016_18
PP_2018_14,PP_1992_73
PP_2018_14,PP_2008_81
PP_2018_30,PP_2016_5
Permen_ESDM_2018_34,Permen_ESDM_2014_39
Peraturan_Polri_2018_7,Peraturan_Polri_2016_11
Peraturan_BPOM_2018_12,Peraturan_BPOM_2014_14
Peraturan_Polri_2018_6,Peraturan_Polri_2010_9
Permen_Kominfo_2018_5,
Peraturan_LKPP_2018_7,Peraturan_LKPP_2011_12
PP_2018_23,PP_2013_46
PP_2018_25,PP_2006_42
Peraturan_KPU_2018_22,Peraturan_KPU_2014_15
Peraturan_KPU_2018_25,Peraturan_KPU_2018_7
Peraturan_KPU_2018_23,
Peraturan_KPU_2018_23,Peraturan_KPU_2014_16
Permen_Naker_2018_9,Permen_Naker_2015_21
Permen_KP_2018_17,Permen_KP_2011_10
Permen_PUPR_2018_14,Permen_PUPR_2016_02
Permen_Kes_2018_17,Permen_Kes_2016_79
Permen_LHK_2018_18,
Permen_PUPR_2018_17,Permen_PU_2008_22
Peraturan_BPJSKES_2018_2,Peraturan_BPJSKES_2014_2
Permen_Dagri_2018_41,
Permen_PANRB_2018_24,Permen_PANRB_2015_13
Permen_ESDM_2018_35,Permen_ESDM_2015_6
Permen_Kes_2018_27,Permen_Kes_2016_27
Permen_Dag_2018_68,Permen_Dag_2014_70
Permen_Dag_2018_69,Permen_Dag_2009_20
Permen_Hub_2018_56,Permen_Hub_2015_189
PP_2018_35,PP_2008_41
Permen_ESDM_2018_37,Permen_ESDM_2009_11
Permen_Hub_2018_58,Permen_Hub_2010_83
Permen_Ristekdikti_2018_21,Permen_Ristekdikti_2017_19
Permen_Dag_2018_74,Permen_Dag_2018_28
Permen_Kes_2018_26,Permen_Kes_2014_93
Permen_Kes_2018_26,
Permen_Kes_2018_26,Permen_Kes_2013_16
Permen_Kes_2018_26,Permen_Kes_2017_62
Peraturan_BNPB_2018_04,Peraturan_BNPB_2008_13
Permen_Kes_2018_23,Permen_Kes_2016_13
Permen_Kes_2018_30,Permen_Kes_2015_64
Permen_Par_2018_6,Permen_Par_2016_6
Permenko_Perekonomian_2018_4,Permenko_Perekonomian_2014_9
Permen_Tan_2018_30,Permen_Tan_2017_26
Perpres_2018_48,Perpres_2015_10
Permen_Kes_2018_21,
Permen_LHK_2014_21,Permen_LH_2014_5
Perpres_2018_54,Perpres_2012_55
Perpres_2018_43,Perpres_2014_191
Perpres_2018_44,
Peraturan_KPK_2018_8,Peraturan_KPK_2018_1
Peraturan_BNN_2018_6,Peraturan_BNN_2017_19
Peraturan_KPU_2018_24,
Peraturan_KPU_2018_24,Peraturan_KPU_2014_1
Peraturan_KPU_2018_24,Peraturan_KPU_2013_24
Peraturan_KPU_2018_24,Peraturan_KPU_2014_12
Peraturan_KPU_2018_24,Peraturan_KPU_2014_17
Peraturan_BKPM_2018_7,Peraturan_BKPM_2017_14
Permen_Hub_2018_66,Permen_Hub_2016_95
Peraturan_BPOM_2018_13,Peraturan_BPOM_2012_03
Peraturan_Polri_2018_9,
Permen_LHK_2018_20,PP_1999_7
Permen_Kes_2018_28,Permen_Kes_2014_60
PP_2018_34,PP_2000_102
Peraturan_Bawaslu_2018_16,Peraturan_Bawaslu_2013_6
Peraturan_Bawaslu_2018_17,Peraturan_Bawaslu_2014_18
Permen_Perin_2018_15,
Permen_Perin_2018_15,Permen_Perin_2012_17
Permen_Perin_2018_15,Permen_Perin_2010_84
Permen_Hub_2018_57,Permen_Hub_2015_92
Permen_Agama_2018_18,Permen_Agama_2013_70
Permen_Dag_2018_76,
Permen_Dag_2018_76,Permen_Dag_2016_49
Permen_Agama_2018_17,Permen_Agama_2013_69
Permen_Agama_2018_16,Permen_Agama_2013_67
Peraturan_OJK_2018_17,Peraturan_OJK_2016_6
Perpres_2018_66,Perpres_2015_61
Permen_Humham_2018_24,Permen_Humham_2015_29
Peraturan_Bappebti_2018_2,
Peraturan_Bappebti_2018_2,Peraturan_Bappebti_2013_101
Peraturan_Bappebti_2018_3,
Permen_ATRBPN_2018_8,Peraturan_BPN_2010_2
Peraturan_OJK_2018_16,Peraturan_OJK_2017_44
Permen_Dagri_2018_52,Permen_Dagri_2007_24
Peraturan_ANRI_2018_10,
Permen_Sos_2018_13,Permen_Sos_2012_15
Peraturan_BPOM_2018_15,Peraturan_BPOM_2016_4
Permen_Keu_2018_80,Permen_Keu_2012_124
Permen_Dag_2018_77,Permen_Dag_2016_86
Permen_KP_2018_18,Permen_KP_2017_50
Permen_Dag_2018_75,Permen_Dag_2015_70
Permen_Naker_2018_12,Permen_Naker_2017_19
Permen_Dikbud_2018_21,Permen_Dikbud_2014_120
Permen_ESDM_2018_38,
Peraturan_Bappebti_2018_4,
Permen_Hub_2018_59,Permen_Hub_2011_39
Permen_Keu_2018_87,Permen_Keu_2016_148
Permen_Bappenas_2018_12,Permen_Bappenas_2013_3
Permen_Ristekdikti_2018_26,Permen_Ristekdikti_2015_9
Permen_Pora_2018_7,Permen_Pora_2014_1254
Permen_Kes_2018_18,Permen_Kes_2017_66
Peraturan_Bawaslu_2018_20,Peraturan_Bawaslu_2014_11
Permen_LU_2018_4,Permen_LU_2016_7
Peraturan_Polri_2018_8,
Permen_Keu_2018_93,Permen_Keu_2011_214
Peraturan_LAN_2018_11,Peraturan_LAN_2017_15
Peraturan_LAN_2018_10,Peraturan_LAN_2018_5
Peraturan_Bawaslu_2018_27,Peraturan_Bawaslu_2017_18
Permen_ESDM_2018_36,Permen_ESDM_2017_03
Permen_Han_2018_15,Permen_Han_2014_7
Permen_Kes_2018_33,Permen_Kes_2017_16
Permen_Dagri_2018_68,Permen_Dagri_2018_5
Permen_Tan_2018_31,Permen_Tan_2011_93
Peraturan_LKPP_2018_21,Peraturan_LKPP_2013_16
Permen_ATRBPN_2018_14,
Permen_Pora_2018_8,Permen_Pora_2014_0445
Permen_Tan_2018_33,Permen_Tan_2017_26
Permen_PUPR_2018_18,Permen_PU_2006_35
Permen_Hub_2018_72,Permen_Hub_2015_19
Permen_Keu_2018_89,Permen_Keu_2015_30
Perpres_2018_69,Perpres_2015_29
Permen_Hub_2018_71,Permen_Hub_2016_133
Peraturan_BPIP_2018_5,
PP_2018_39,PP_1990_62
Permen_Dag_2018_80,Permen_Dag_2017_82
Permen_Tan_2018_35,Permen_Tan_2011_94
Permen_Humham_2018_20,Permen_Humham_2016_25
Peraturan_BPOM_2018_24,Peraturan_BPOM_2017_20
Permen_Dag_2018_83,Permen_Dag_2018_35
Permen_KP_2018_20,
Permen_KP_2018_20,Permen_KP_2015_5
Perpres_2018_82,Perpres_2013_12
Perpres_2018_82,Perpres_2016_28
Peraturan_Polri_2018_11,Peraturan_Polri_2016_3
Peraturan_KPU_2018_29,Peraturan_KPU_2018_24
Peraturan_KPU_2018_28,Peraturan_KPU_2018_23
PP_2018_42,PP_2012_65
Permen_Dag_2018_95,Permen_Dag_2014_39
Perpres_2018_79,Perpres_2013_57
Peraturan_Bapeten_2018_4,
Permen_Dag_2018_90,Permen_Dag_2011_08
Permen_Sos_2018_19,
Permen_Sos_2018_17,
Permen_Sos_2018_16,
Peraturan_BSSN_2018_6,Peraturan_BSSN_2012_2
Permen_Sos_2018_20,
Permen_Han_2018_11,Permen_Han_2017_10
Permen_Humham_2018_18,Permen_Humham_2017_25
Peraturan_BPOM_2018_21,Peraturan_BPOM_2016_6
Peraturan_BPJSTK_2018_3,
Permen_Humham_2018_21,Permen_Humham_2014_27
Peraturan_KPU_2018_26,Peraturan_KPU_2018_14
Permen_Han_2018_16,Permen_Han_2015_08
Permen_Dagri_2018_32,Permen_Dagri_2008_16
Permen_Kominfo_2018_7,
Permen_Kominfo_2018_7,Permen_Kominfo_2014_17
Permen_Kominfo_2018_7,Permen_Kominfo_2018_5
Permen_Ristekdikti_2018_29,Permen_Dik_2004_082
Peraturan_KPU_2018_27,Peraturan_KPU_2018_7
Permen_ESDM_2018_40,Permen_ESDM_2014_39
Permen_PUPR_2018_20,Permen_PU_2009_04
Permen_Kominfo_2018_9,
Permen_Kominfo_2018_9,Permen_Kominfo_2016_3
Peraturan_BNN_2018_7,Peraturan_BNN_2016_4
Peraturan_OJK_2018_19,Peraturan_OJK_2014_16
Permen_Agama_2018_19,Permen_Agama_2007_11
Permen_Agama_2018_20,Permen_Agama_2015_51
Permen_ATRBPN_2018_17,Peraturan_BPN_2007_2
Permen_Dagri_2018_77,
Permen_Dagri_2018_77,Permen_Dagri_2005_31
Permen_Hub_2018_77,Permen_Hub_2010_62
Permen_Hub_2018_76,Permen_Hub_2012_36
Permen_PANRB_2018_30,Permen_PANRB_2014_14
Permen_Humham_2018_25,Permen_Humham_2014_1
Permen_Keu_2017_105,Permen_Keu_2017_208
Permen_Keu_2018_104,Permen_Keu_2008_155
Permen_Hub_2018_81,Permen_Hub_2014_24
Permen_Perin_2018_21,Permen_Perin_2016_74
Permen_Perin_2018_20,Permen_Perin_2016_47
Permen_Dikbud_2018_27,Permen_Dikbud_2016_59
Permen_Kes_2018_38,Permen_Kes_2007_890
Peraturan_BPOM_2018_28,Peraturan_BPOM_2016_7
Permen_Keu_2018_110,Permen_Keu_2017_34
Peraturan_BPOM_2018_29,Peraturan_BPOM_2018_15
Peraturan_Polri_2018_12,Peraturan_Polri_2017_4
Permenko_PMK_2018_4,Permenko_PMK_2017_1
Permen_Keu_2018_100,Permen_Keu_2017_157
Peraturan_KPU_2018_31,Peraturan_KPU_2018_20
Permen_Keu_2018_112,Permen_Keu_2016_182
Permen_Dag_2008_11,Permen_Dag_2008_11
Peraturan_KPK_2018_10,Peraturan_KPK_2013_01
Peraturan_KPK_2018_9,Peraturan_KPK_2010_10
Permen_Hub_2018_84,Permen_Hub_2016_148
Permen_Hub_2018_86,
Permen_PANRB_2018_41,
Permen_PANRB_2018_41,Permen_PANRB_2017_18
Permen_ESDM_2018_44,Permen_ESDM_2014_21
Permen_Dikbud_2018_29,Permen_Dikbud_2012_7
PP_2018_41,PP_2015_9
PP_2018_47,PP_2012_4
PP_2018_47,PP_2014_19
Permen_Hub_2018_96,Permen_Hub_2010_58
Permen_Hub_2018_95,
Permen_ESDM_2018_43,Permen_ESDM_2017_09
Permen_Dag_2018_97,Permen_Dag_2017_37
Permen_PANRB_2018_42,Permen_PANRB_2016_26
Permen_Dagri_2018_79,Permen_Dagri_2007_61
Peraturan_Batan_2018_6,Peraturan_Batan_2014_18
Permen_Hub_2018_106,Permen_Hub_2015_61
Permen_Sesneg_2018_10,Permen_Sesneg_2016_7
Peraturan_BI_2018_20,Peraturan_BI_2018_20
Permen_Keu_2018_108,Permen_Keu_2018_11
Permen_Par_2018_10,Permen_Par_2016_18
Permen_Humham_2018_30,Permen_Humham_2014_28
Peraturan_Bawaslu_2018_28,
Peraturan_Bawaslu_2018_28,Peraturan_Bawaslu_2014_17
Permen_Pora_2018_11,Permen_Pora_2018_6
Permen_Kes_2018_44,Permen_Kes_2012_004
Permen_Kes_2018_43,Permen_Kes_2017_61
Permen_Sesneg_2018_9,Permen_Sesneg_2016_6
Permen_Keu_2015_135,Permen_Keu_2015_71
Permen_Ristekdikti_2018_51,
Permen_Ristekdikti_2018_51,Permen_Dikbud_2013_109
Perpres_2018_88,Perpres_2014_133
Perpres_2018_89,Perpres_2015_153
Permen_Dag_2018_94,Permen_Dag_2015_04
Permen_Kominfo_2018_12,Permen_Kominfo_2016_6
Permen_Dag_2018_96,Permen_Dag_2018_58
Peraturan_KPU_2018_32,Peraturan_KPU_2017_7
Peraturan_KKI_2018_54,Peraturan_KKI_2011_6
Peraturan_KPU_2018_36,Peraturan_KPU_2018_3
Permen_Sos_2018_22,Permen_Sos_2015_20
Permen_KP_2018_29,Permen_KP_2016_21
Permen_Keu_2017_142,Permen_Keu_2017_94
Permen_Han_2018_20,Permen_Han_2014_65
Permen_ATRBPN_2018_15,
Permen_ATRBPN_2018_15,Peraturan_BPN_2010_1
Permen_Agama_2018_22,Permen_Agama_2015_58
Permen_ESDM_2018_45,Permen_ESDM_2018_41
Peraturan_LIPI_2018_12,Peraturan_LIPI_2009_02
Permen_Keu_2018_127,Permen_Keu_2015_256
Permen_Keu_2018_144,Permen_Keu_2013_25
Peraturan_BIG_2018_2,Peraturan_BIG_2013_1
Permen_Hub_2018_93,Permen_Hub_2010_65
Permenko_Maritim_2018_10,
Permen_Dag_2018_102,Permen_Dag_2018_94
Permen_Keu_2018_132,Permen_Keu_2018_12
Permen_Perin_2018_31,Permen_Perin_2017_36
Permen_Perin_2018_29,Permen_Perin_2013_24
Permen_Perin_2018_33,Permen_Perin_2016_67
Permenko_PMK_2018_3,Permenko_PMK_2017_2
Permen_Han_2018_21,Permen_Han_2017_1
Perpres_2018_90,Perpres_2016_107
Perpres_2018_91,Perpres_2016_120
Perpres_2018_92,Perpres_2016_121
Perpres_2018_93,Perpres_2017_67
Peraturan_BKN_2018_14,
Permen_Kominfo_2018_13,Permen_Kominfo_2014_25
Permen_Ristekdikti_2018_50,Permen_Ristekdikti_2015_44
Permen_Sos_2018_21,Permen_Sos_2012_14
Permen_LU_2018_5,Permen_LU_2008_04
Peraturan_MA_2018_4,Peraturan_MA_2015_7
Permen_Hub_2018_92,Permen_Hub_2016_100
Peraturan_MA_2018_5,Peraturan_MA_2015_7
Peraturan_LIPI_2018_14,Peraturan_LIPI_2014_2
Permen_Naker_2018_13,Permen_Naker_2017_19
Peraturan_BPKP_2018_3,Peraturan_BPKP_2016_14
Permenko_Perekonomian_2018_8,Permenko_Perekonomian_2017_11
Peraturan_BNN_2018_10,Peraturan_BNN_2014_6
Permen_PANRB_2018_48,
Permen_Perin_2018_30,Permen_Perin_2010_114
Peraturan_BSSN_2018_7,Peraturan_BSSN_2015_16
Permen_Dag_2018_98,Permen_Dag_2018_35
Peraturan_BSSN_2018_8,Peraturan_BSSN_2015_11
Peraturan_LIPI_2018_13,Peraturan_LIPI_2016_13
Permen_Hub_2018_103,Permen_Hub_2014_105
Permen_Hub_2018_103,Permen_Hub_2017_37
Permen_Keu_2011_152,Permen_Keu_2018_81
Permen_Hub_2018_109,Permen_Hub_2015_182
Permen_Keu_2018_148,Permen_Keu_2017_139
Peraturan_BPKP_2018_4,Peraturan_BPKP_2016_23
Permen_Hub_2018_114,Permen_Hub_2017_41
Perpres_2018_118,Perpres_2015_121
Perpres_2018_119,Perpres_2015_133
Perpres_2018_117,Perpres_2015_170
Perpres_2018_116,Perpres_2016_35
Perpres_2018_120,Perpres_2015_111
Perpres_2018_121,Perpres_2015_134
Perpres_2018_123,Perpres_2015_150
Perpres_2018_122,Perpres_2015_135
Perpres_2018_124,Perpres_2015_149
Perpres_2018_125,Perpres_2015_152
Perpres_2018_126,Perpres_2016_106
Perpres_2018_127,Perpres_2015_110
Permen_Hub_2018_112,Permen_Hub_2010_78
Permen_Perin_2018_32,
Permen_Keu_2018_129,Permen_Keu_2016_236
Permen_Agama_2018_24,Permen_Agama_2017_58
Peraturan_KPU_2018_33,Peraturan_KPU_2018_23
Peraturan_Polri_2018_15,
Permen_Keu_2018_156,Permen_Keu_2017_146
Perpres_2018_101,Perpres_2015_14
Perpres_2018_131,Perpres_2016_32
Permen_Hub_2018_107,Permen_Hub_2011_97
Peraturan_KPU_2018_14,
Peraturan_KPU_2018_14,Peraturan_KPU_2013_14
Peraturan_KPU_2018_14,Peraturan_KPU_2013_22
Permen_KP_2018_36,Permen_KP_2016_63
Permen_Naker_2018_15,Permen_Nakertrans_2013_7
Permen_KP_2018_35,Permen_KP_2016_62
Permen_KP_2018_37,Permen_KP_2016_64
Peraturan_Bapeten_2018_9,Peraturan_Bapeten_2016_1
Peraturan_OJK_2018_22,Peraturan_OJK_2014_3
Permen_PANRB_2018_47,Permen_PANRB_2014_7
Permen_Hub_2018_111,Permen_Hub_2015_60
Permen_Sos_2018_23,Permen_Sos_2017_18
